referrer_npi,referrer_entity_type_code,referrer_business_name,referrer_grouping,referrer_classification,referrer_zip_code,referrer_city,referrer_state
1215178512,2,NHC-OP LP,Agencies,Home Health,37075,HENDERSONVILLE,TN
1902047277,2,"CONWAY HOSPITAL, INC.",Allopathic & Osteopathic Physicians,Family Medicine,29579,MYRTLE BEACH,SC
1508007790,2,"LEVY DERMATOLOGY, PC",Allopathic & Osteopathic Physicians,Dermatology,38138,GERMANTOWN,TN
1023259132,2,"SOME OTHER COMPANY, INC",Suppliers,Durable Medical Equipment & Medical Supplies,37067,FRANKLIN,TN
1669613667,2,KURT V GOLD M.D. P.C.,Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,68114,OMAHA,NE
1932340924,2,DAVID A WEST,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,37211,NASHVILLE,TN
1982845970,2,JAYHAWK PRIMARY CARE INC,Allopathic & Osteopathic Physicians,Internal Medicine,66211,OVERLAND PARK,KS
1588805451,2,AMERICAN CLINICAL SOLUTIONS LLC,Laboratories,Clinical Medical Laboratory,33573,RUSKIN,FL
1801037700,2,"MD TOTAL CARE, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,37404,CHATTANOOGA,TN
1104068063,2,AGILITAS USA INC,Ambulatory Health Care Facilities,Clinic/Center,37076,HERMITAGE,TN
1962644807,2,HSHS MEDICAL GROUP INC,Ambulatory Health Care Facilities,Clinic/Center,62704,SPRINGFIELD,IL
1942442710,2,ROLLING HILLS HOSPITAL LLC,Hospitals,Psychiatric Hospital,37067,FRANKLIN,TN
1093957789,2,INTERVENTIONAL PAIN CARE LLC,Ambulatory Health Care Facilities,Clinic/Center,63379,TROY,MO
1922240688,2,ROLLING HILLS HOSPITAL LLC,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,37067,FRANKLIN,TN
1689816365,2,"PRIORITY ANESTHESIA, LLC",Physician Assistants & Advanced Practice Nursing Providers,"Nurse Anesthetist, Certified Registered",37909,KNOXVILLE,TN
1720220098,2,UNIVERSITY PRIMARY CARE PRACTICES INC,Allopathic & Osteopathic Physicians,Internal Medicine,44122,SHAKER HEIGHTS,OH
1811139165,2,COMMUNITY HEALTH SYSTEMS INC.,Ambulatory Health Care Facilities,Clinic/Center,25801,BECKLEY,WV
1821230970,2,LONG TERM CARE ASSESSMENTS LLC,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,34695,SAFETY HARBOR,FL
1306089206,2,BAPTIST MEMORIAL MEDICAL GROUP INC,Allopathic & Osteopathic Physicians,Internal Medicine,38125,MEMPHIS,TN
1164665931,2,"CLEARVIEW DIAGNOSTIC IMAGING, LLC",Allopathic & Osteopathic Physicians,Radiology,35805,HUNTSVILLE,AL
1053554824,2,ANNE ARUNDEL COUNTY,Transportation Services,Ambulance,21108,MILLERSVILLE,MD
1194968958,2,REGIONAL HOSPITAL HEALTHCARE PARTNERS LLC,Allopathic & Osteopathic Physicians,Surgery,47802,TERRE HAUTE,IN
1538302377,2,CLEVELAND CLINIC NEVADA,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,89106,LAS VEGAS,NV
1164665741,2,"AGILITAS USA, INC",Ambulatory Health Care Facilities,Clinic/Center,37209,NASHVILLE,TN
1366685992,2,SMC-MISSISSIPPI COUNTY HOSPITAL SYSTEM,Hospitals,General Acute Care Hospital,72370,OSCEOLA,AR
1750524393,2,COASTAL RADIOLOGY ASSOCIATES PA,Allopathic & Osteopathic Physicians,Radiology,32547,FORT WALTON BEACH,FL
1154564649,2,FRANCISCAN MEDICAL GROUP,Allopathic & Osteopathic Physicians,Internal Medicine,98310,BREMERTON,WA
1518100015,2,"YUMA VALLEY ANESTHESIA, PLLC",Ambulatory Health Care Facilities,Clinic/Center,85364,YUMA,AZ
1265675631,2,MEDTECH ENTERPRISES,Suppliers,Durable Medical Equipment & Medical Supplies,37343,HIXSON,TN
1194968511,2,MYMICHIGAN MEDICAL CENTER ALMA,Ambulatory Health Care Facilities,Clinic/Center,48801,ALMA,MI
1649413055,2,"TMB MEDICAL ASSOCIATES, P.C.",Allopathic & Osteopathic Physicians,Internal Medicine,30677,WATKINSVILLE,GA
1609019900,2,SRISAI P C,Allopathic & Osteopathic Physicians,Internal Medicine,46804,FORT WAYNE,IN
1285877530,2,"RUCHDI BARAKAT, M.D., P.A.",Allopathic & Osteopathic Physicians,Internal Medicine,77338,HUMBLE,TX
1255574497,2,DUNES PODIATRY LLC,Podiatric Medicine & Surgery Service Providers,Podiatrist,29576,MURRELLS INLET,SC
1295978427,2,"INLAND INTERVENTIONAL MEDICAL ASSOCIATES, INC.",Allopathic & Osteopathic Physicians,Pain Medicine,91730,RANCHO CUCAMONGA,CA
1003059247,2,PEACHTREE INPATIENT CONSULTING LLC,Allopathic & Osteopathic Physicians,Hospitalist,24273,NORTON,VA
1811130016,2,"ACTIVE LIFE PHYSICAL MEDICINE AND PAIN CENTER, PLLC",Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,85374,SURPRISE,AZ
1336382563,2,SPARTANBURG MEDICAL CENTER,Allopathic & Osteopathic Physicians,Surgery,29303,SPARTANBURG,SC
1144463290,2,"MD24, INC.",Allopathic & Osteopathic Physicians,Family Medicine,85374,SURPRISE,AZ
1932342029,2,"VIRTUAL RADIOLOGIC PROFESSIONALS, LLC",Allopathic & Osteopathic Physicians,Radiology,55344,EDEN PRAIRIE,MN
1245474329,2,CHRISTIANA CARE HEALTH SERVICES INC,Allopathic & Osteopathic Physicians,Hospitalist,19713,NEWARK,DE
1750525515,2,ELITE FOOT AND ANKLE SPECIALIST-PC,Podiatric Medicine & Surgery Service Providers,Podiatrist,30080,SMYRNA,GA
1447494323,2,SUTTER VALLEY HOSPITALS,Hospitals,General Acute Care Hospital,95642,JACKSON,CA
1467696351,2,SUPERIOR HEALTH SOLUTIONS LLC,Nursing Service Providers,Registered Nurse,37130,MURFREESBORO,TN
1083858831,2,TEXARKANA REGIONAL HEALTHCARE NETWORK,Other Service Providers,Specialist,75501,TEXARKANA,TX
1366686230,2,"SOMC MEDICAL CARE FOUNDATION, INC.",Allopathic & Osteopathic Physicians,Radiology,45662,PORTSMOUTH,OH
1245474022,2,"MEDICAL IMAGING CENTER, LLC",Laboratories,Physiological Laboratory,28304,FAYETTEVILLE,NC
1033353727,2,"URBAN PHYSICAL THERAPY, INC",Ambulatory Health Care Facilities,Clinic/Center,37087,LEBANON,TN
1578707360,2,LAKELANDS NEPHROLOGY PA,Allopathic & Osteopathic Physicians,Internal Medicine,29646,GREENWOOD,SC
1164666822,2,REHABILITATION INSTITUTE OF TEXAS LLC,Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,75024,PLANO,TX
1649414285,2,ROPER SAINT FRANCIS PHYSICIANS NETWORK,Laboratories,Clinical Medical Laboratory,29405,NORTH CHARLESTON,SC
1043454622,2,OKLAHOMA SLEEP INSTITUTE CLINIC OKC LLC OSI CLINIC,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,73134,OKLAHOMA CITY,OK
1043454655,2,BOLIVAR PHYSICIAN PRACTICES LLC,Allopathic & Osteopathic Physicians,Family Medicine,38732,CLEVELAND,MS
1770727232,2,PETRIE GERIATRIC HEALTHCARE INC,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,32533,CANTONMENT,FL
1730323122,2,WALGREEN CO.,Suppliers,Pharmacy,37174,SPRING HILL,TN
1972747152,2,JLC BEECHTREE INC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,37762,JELLICO,TN
1356585574,2,TENNESSEE CANCER SPECIALISTS PLLC,Allopathic & Osteopathic Physicians,Internal Medicine,37909,KNOXVILLE,TN
1629202858,2,MURRAY-CALLOWAY COUNTY PUBLIC HOSPITAL CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,42071,MURRAY,KY
1811121015,2,"SWAN SURGICAL, PLLC",Allopathic & Osteopathic Physicians,Surgery,37075,HENDERSONVILLE,TN
1033343199,2,"HOME MEDICAL PRODUCTS, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,38801,TUPELO,MS
1932333036,2,SATELLITE HEALTHCARE OF POPLAR AVENUE LLC,Ambulatory Health Care Facilities,Clinic/Center,38104,MEMPHIS,TN
1609000769,2,MERCY HEALTH PHYSICIANS-NORTH LLC,Allopathic & Osteopathic Physicians,Family Medicine,43604,TOLEDO,OH
1477787570,2,ACCUPATH DIAGNOSTIC LABORATORIES INC,Laboratories,Clinical Medical Laboratory,37027,BRENTWOOD,TN
1417181348,2,"KEYAMED, INC A P C",Allopathic & Osteopathic Physicians,Family Medicine,85635,SIERRA VISTA,AZ
1174757017,2,ST DOMINIC MEDICAL ASSOCIATES LLC,Allopathic & Osteopathic Physicians,Otolaryngology,39216,JACKSON,MS
1215161195,2,PRECISION HEALTHCARE INC,Suppliers,Pharmacy,38119,MEMPHIS,TN
1518191329,2,RICHARD M PRICE MD PA,Ambulatory Health Care Facilities,Clinic/Center,39157,RIDGELAND,MS
1831323708,2,"MED-CURE INTERNAL MEDICINE, PLC",Ambulatory Health Care Facilities,Clinic/Center,85395,GOODYEAR,AZ
1235363052,2,"ASSUREX HEALTH, INC.",Laboratories,Clinical Medical Laboratory,45040,MASON,OH
1801020433,2,SLIDELL MEMORIAL HOSPITAL,Ambulatory Health Care Facilities,Clinic/Center,70458,SLIDELL,LA
1952535502,2,PLATEAU SURGERY CENTER,Ambulatory Health Care Facilities,Clinic/Center,38558,CROSSVILLE,TN
1124252788,2,ST. DOMINIC MEDICAL ASSOCIATES LLC,Allopathic & Osteopathic Physicians,Internal Medicine,39216,JACKSON,MS
1831323302,2,"PODIATRIC MEDICAL PARTNERS OF TEXAS, PA",Podiatric Medicine & Surgery Service Providers,Podiatrist,75208,DALLAS,TX
1346474707,2,"FAMILY HEALTHCARE OF WYTHEVILLE, PC",Allopathic & Osteopathic Physicians,Family Medicine,24382,WYTHEVILLE,VA
1912131392,2,"WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES, PC",Allopathic & Osteopathic Physicians,Surgery,10595,VALHALLA,NY
1396979787,2,TANNER MEDICAL GROUP INC,Allopathic & Osteopathic Physicians,Internal Medicine,30117,CARROLLTON,GA
1730313289,2,"TAMBRA INVESTMENTS, INC.",Laboratories,Physiological Laboratory,48091,WARREN,MI
1790919041,2,"TENNESSEE EMERGENCY PHYSICIANS, PLLC",Allopathic & Osteopathic Physicians,Emergency Medicine,38119,MEMPHIS,TN
1245465483,2,"RESPIRATORY HOME CARE OF BRISTOL, LLC",Suppliers,Durable Medical Equipment & Medical Supplies,37801,MARYVILLE,TN
1124253075,2,"REMOTE NEUROMONITORING PHYSICIANS ,PC",Allopathic & Osteopathic Physicians,Psychiatry & Neurology,37027,BRENTWOOD,TN
1437384294,2,"FEAGINS MEDICAL GROUP, PLLC",Ambulatory Health Care Facilities,Clinic/Center,37203,NASHVILLE,TN
1801021464,2,"LIFELINC ANESTHESIA, PLLC",Allopathic & Osteopathic Physicians,Anesthesiology,38125,MEMPHIS,TN
1467687186,2,"LAFAYETTE HEALTH VENTURES, INC",Allopathic & Osteopathic Physicians,Internal Medicine,70503,LAFAYETTE,LA
1255566626,2,"ACADIANA ACUTE CARE ASSOCIATES, LLC",Allopathic & Osteopathic Physicians,Emergency Medicine,70508,LAFAYETTE,LA
1467687822,2,"CENTENNIAL PSYCHIATRIC ASSOCIATES, LLC",Allopathic & Osteopathic Physicians,Psychiatry & Neurology,37203,NASHVILLE,TN
1861627242,2,PLATINUM HOSPITALISTS LLP,Allopathic & Osteopathic Physicians,Hospitalist,89052,HENDERSON,NV
1710113071,2,REINHART FAMILY HEALTHCARE PLLC,Ambulatory Health Care Facilities,Clinic/Center,71655,MONTICELLO,AR
1902032121,2,AIM LABORATORIES LLC,Laboratories,Clinical Medical Laboratory,63044,BRIDGETON,MO
1619103579,2,"LAWRENCEBURG FAMILY PRACTICE ASSOCIATES, PC",Allopathic & Osteopathic Physicians,Family Medicine,38464,LAWRENCEBURG,TN
1902032832,2,"INDIANA UNIVERSITY HEALTH CARE ASSOCIATES, INC",Allopathic & Osteopathic Physicians,General Practice,46202,INDIANAPOLIS,IN
1871729590,2,SATELLITE HEALTHCARE OF PACE ROAD LLC,Ambulatory Health Care Facilities,Clinic/Center,38116,MEMPHIS,TN
1104052752,2,ST FRANCIS HOSPITAL INC,Ambulatory Health Care Facilities,Clinic/Center,29607,GREENVILLE,SC
1053547760,2,KING FAMILY MEDICAL PLLC,Ambulatory Health Care Facilities,Clinic/Center,37185,WAVERLY,TN
1932335551,2,"GATEWAY FOOT AND ANKLE CENTER, PLC",Podiatric Medicine & Surgery Service Providers,Podiatrist,37040,CLARKSVILLE,TN
1376779892,2,BAPTIST MEDICAL GROUP LLC,Allopathic & Osteopathic Physicians,Internal Medicine,32501,PENSACOLA,FL
1437385069,2,AJT DIABETIC INCORPORATED,Suppliers,Durable Medical Equipment & Medical Supplies,77075,HOUSTON,TX
1700013216,2,ST FRANCIS PHYSICIAN SERVICES INC,Allopathic & Osteopathic Physicians,Internal Medicine,29605,GREENVILLE,SC
1053548487,2,"ONE STOP MEDICAL, LLC",Ambulatory Health Care Facilities,Clinic/Center,38464,LAWRENCEBURG,TN
1649407008,2,HOMETOWN MEDICAL LLC,Suppliers,Durable Medical Equipment & Medical Supplies,39232,FLOWOOD,MS
1427285873,2,MOUNIR RAHBE,Suppliers,Durable Medical Equipment & Medical Supplies,37312,CLEVELAND,TN
1821225202,2,"EXCELA HEALTH PHYSICIAN PRACTICES, INC",Allopathic & Osteopathic Physicians,Internal Medicine,15601,GREENSBURG,PA
1962639187,2,JONES MEDICAL CORP,Ambulatory Health Care Facilities,Clinic/Center,42431,MADISONVILLE,KY
1598992554,2,MOUNT NITTANY MEDICAL CENTER HEALTH SERVICES INC,Allopathic & Osteopathic Physicians,Internal Medicine,16803,STATE COLLEGE,PA
1407083306,2,PAIN MANAGEMENT OF MIDDLE TENNESSEE PLLC,Allopathic & Osteopathic Physicians,Pain Medicine,37040,CLARKSVILLE,TN
1457588352,2,"AGILITAS USA, INC",Ambulatory Health Care Facilities,Clinic/Center,37043,CLARKSVILLE,TN
1063649853,2,NORTH MISSISSIPPI FAMILY MEDICINE GROUP OF OXFORD PA,Allopathic & Osteopathic Physicians,Family Medicine,38655,OXFORD,MS
1619105244,2,COMMUNITY PHYSICIANS OF INDIANA INC,Allopathic & Osteopathic Physicians,Family Medicine,46256,INDIANAPOLIS,IN
1639307101,2,"DR. TRACY A. MERRELL, D.P.M., P.C.",Podiatric Medicine & Surgery Service Providers,Podiatrist,37129,MURFREESBORO,TN
1538397120,2,LAKELAND MEDICAL PRACTICES,Allopathic & Osteopathic Physicians,Internal Medicine,49085,SAINT JOSEPH,MI
1295963742,2,"MURPHY S. MARTIN, M.D., PLLC",Allopathic & Osteopathic Physicians,Internal Medicine,39202,JACKSON,MS
1982832317,2,DIALYSIS CLINIC INC.,Ambulatory Health Care Facilities,Clinic/Center,06040,MANCHESTER,CT
1124256540,2,"GEORGIA RADIOLOGY SERVICES, LLC",Allopathic & Osteopathic Physicians,Radiology,30240,LAGRANGE,GA
1205064532,2,WASHINGTON COUNTY MEMORIAL HOSPITAL,Ambulatory Health Care Facilities,Clinic/Center,63664,POTOSI,MO
1275761538,2,BLUE RIDGE MEDICAL MANAGEMENT CORPORATION,Allopathic & Osteopathic Physicians,Internal Medicine,37604,JOHNSON CITY,TN
1235367442,2,O'BRYAN FAMILY MEDICINE PLLC,Allopathic & Osteopathic Physicians,Family Medicine,42001,PADUCAH,KY
1003044397,2,ST FRANCIS PHYSICIAN SERVICES INC,Allopathic & Osteopathic Physicians,Family Medicine,29642,EASLEY,SC
1235367210,2,HANGER PROSTHETICS & ORTHOTICS INC,Suppliers,Prosthetic/Orthotic Supplier,37076,HERMITAGE,TN
1356579387,2,HANGER PROSTHETICS & ORTHOTICS INC,Suppliers,Prosthetic/Orthotic Supplier,38401,COLUMBIA,TN
1477781425,2,"DR Q PAIN & SPINE CLINIC, PA",Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,72205,LITTLE ROCK,AR
1538397542,2,"CENLA FAMILY MEDICINE ASSOCIATES, LLC",Allopathic & Osteopathic Physicians,Family Medicine,71303,ALEXANDRIA,LA
1144458183,2,MOFDAPS AND COMPANY,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,29577,MYRTLE BEACH,SC
1598993420,2,YUMA REGIONAL MEDICAL CENTER,Allopathic & Osteopathic Physicians,Internal Medicine,85364,YUMA,AZ
1700014545,2,"GARDEN STATE HEALTHCARE ASSOCIATES, LLC",Allopathic & Osteopathic Physicians,Emergency Medicine,07002,BAYONNE,NJ
1922236751,2,ROPER SAINT FRANCIS PHYSICIANS NETWORK,Allopathic & Osteopathic Physicians,Family Medicine,29576,MURRELLS INLET,SC
1841428661,2,WILLIAMSON PROFESSIONAL PRACTICE,Allopathic & Osteopathic Physicians,Internal Medicine,37067,FRANKLIN,TN
1205065968,2,PHOENIX BAPTIST HOSPITAL,Hospitals,General Acute Care Hospital,85015,PHOENIX,AZ
1578792271,2,"INDIANA CLINIC-NEUROLOGY, LLC",Allopathic & Osteopathic Physicians,Psychiatry & Neurology,46202,INDIANAPOLIS,IN
1124257530,2,NATCHITOCHES MEDICAL SPECIALISTS,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,71457,NATCHITOCHES,LA
1326277575,2,"MID SOUTH PSYCHIATRY, PLLC",Allopathic & Osteopathic Physicians,Psychiatry & Neurology,38134,MEMPHIS,TN
1457580508,2,RHEUMATOLOGY SPECIALTY CLINIC PLLC,Other Service Providers,Specialist,38138,GERMANTOWN,TN
1497984397,2,"SOUTHERN PODIATRY FOOT AND ANKLE, PLLC",Podiatric Medicine & Surgery Service Providers,Podiatrist,35824,HUNTSVILLE,AL
1043449887,2,YAVAPAI REGIONAL MEDICAL CENTER PHYSICIAN CARE LLC,Allopathic & Osteopathic Physicians,Family Medicine,86314,PRESCOTT VALLEY,AZ
1487884987,2,PROFESSIONAL AMBULANCE LLC,Transportation Services,Ambulance,02908,PROVIDENCE,RI
1225268808,2,PAIN MANAGEMENT - UHA,Allopathic & Osteopathic Physicians,Pain Medicine,26505,MORGANTOWN,WV
1225268766,2,"MICHIGAN EAR CARE, PLLC",Allopathic & Osteopathic Physicians,Otolaryngology,48088,WARREN,MI
1386874550,2,MERCY CLINIC OKLAHOMA COMMUNITIES,Allopathic & Osteopathic Physicians,Family Medicine,73120,OKLAHOMA CITY,OK
1538399704,2,CURANA HEALTH OF LOUISIANA LLC,Allopathic & Osteopathic Physicians,Family Medicine,70827,BATON ROUGE,LA
1831329028,2,MED-TRANS CORPORATION,Transportation Services,Ambulance,38583,SPARTA,TN
1568692788,2,WASHINGTON COUNTY MEMORIAL HOSPITAL,Ambulatory Health Care Facilities,Clinic/Center,63664,POTOSI,MO
1104056365,2,"MEDICAL RESOURCE MANAGEMENT, LLC",Ambulatory Health Care Facilities,Clinic/Center,73013,EDMOND,OK
1972733012,2,INNOVATIVE THERAPY SOLUTIONS INC,Suppliers,Pharmacy,46140,GREENFIELD,IN
1477783587,2,"BEN HILL HEALTH CARE CENTER, INC.",Nursing & Custodial Care Facilities,Skilled Nursing Facility,31750,FITZGERALD,GA
1205067188,2,"GARY G. BOLTON, M. D., P. A.",Ambulatory Health Care Facilities,Clinic/Center,39157,RIDGELAND,MS
1861623753,2,IVYREHAB NETWORK INC,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers",Physical Therapist,07030,HOBOKEN,NJ
1881825701,2,"CHS PHYSICIAN PARTNERS, PC",Allopathic & Osteopathic Physicians,Internal Medicine,11576,ROSLYN,NY
1417188905,2,"HUMC CARDIOVASCULAR PARTNERS, PC",Allopathic & Osteopathic Physicians,Internal Medicine,07666,TEANECK,NJ
1861623316,2,PBG TEAM ANESTHESIA PA,Allopathic & Osteopathic Physicians,Anesthesiology,33410,PALM BEACH GARDENS,FL
1871724385,2,E CARWILE LEROY JR MD INC A MEDICAL CORPORATION,Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,93720,FRESNO,CA
1518198951,2,"ADVANCED ANESTHESIA SPECIALISTS, PC",Allopathic & Osteopathic Physicians,Anesthesiology,19116,PHILADELPHIA,PA
1326279746,2,"OPTION CARE INFUSION SERVICES, LLC",Suppliers,Pharmacy,37211,NASHVILLE,TN
1801027008,2,ANTHONY VINCENT DITARANTO MD JD PC,Ambulatory Health Care Facilities,Clinic/Center,31909,COLUMBUS,GA
1316178346,2,"M.R. TAYLOR RAYBURN, JR. M.D. P.C.",Allopathic & Osteopathic Physicians,Dermatology,38401,COLUMBIA,TN
1417189390,2,AUSTIN MEDICAL GROUP PLLC,Allopathic & Osteopathic Physicians,Family Medicine,78758,AUSTIN,TX
1730311648,2,SAMPSON REGIONAL PROFESSIONAL SERVICES LLC.,Allopathic & Osteopathic Physicians,Family Medicine,28328,CLINTON,NC
1104058940,2,BOCACARE INC,Allopathic & Osteopathic Physicians,Internal Medicine,33486,BOCA RATON,FL
1598997371,2,"CAROLINA UROLOGY HEALTHCARE, PLLC",Allopathic & Osteopathic Physicians,Urology,28328,CLINTON,NC
1912139643,2,BAPTIST EASLEY HOSPITAL,Hospitals,General Acute Care Hospital,29640,EASLEY,SC
1841422532,2,COMPASSION WOMEN'S CLINIC PA,Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,71923,ARKADELPHIA,AR
1497987069,2,MERITAS HEALTH CORPORATION,Allopathic & Osteopathic Physicians,Internal Medicine,64158,KANSAS CITY,MO
1508098955,2,DIALYSIS CLINIC INC.,Ambulatory Health Care Facilities,Clinic/Center,08831,MONROE,NJ
1770715013,2,SAMSON K ORUSA PC,Ambulatory Health Care Facilities,Clinic/Center,37042,CLARKSVILLE,TN
1174755334,2,HOPE PRIMARY CARE CENTER,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,38134,BARTLETT,TN
1649402934,2,"BCH MEDICAL INVESTORS, LLC",Hospital Units,Psychiatric Unit,31639,NASHVILLE,GA
1316179575,2,"CHRISTIAN CARE CENTER OF BEDFORD COUNTY, LLC",Nursing & Custodial Care Facilities,Skilled Nursing Facility,37160,SHELBYVILLE,TN
1982836037,2,BETHANY R HAIRSTON MD,Allopathic & Osteopathic Physicians,Dermatology,39705,COLUMBUS,MS
1659504785,2,MVHE INC,Allopathic & Osteopathic Physicians,Family Medicine,45439,MORAINE,OH
1194958223,2,PREMIER HEALTH SPECIALISTS INC,Allopathic & Osteopathic Physicians,Internal Medicine,45439,MORAINE,OH
1831322973,2,SR MEDICAL SERVICES,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,37748,HARRIMAN,TN
1669605721,2,MEDA COLVIN LLC,Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,70072,MARRERO,LA
1578796694,2,SALMA MAZHAR M.D. P.A.,Allopathic & Osteopathic Physicians,Internal Medicine,75149,MESQUITE,TX
1841423860,2,WAL-MART STORES EAST LP,Suppliers,Pharmacy,37122,MOUNT JULIET,TN
1881827848,2,"DON L PERKINS, MD, INC",Allopathic & Osteopathic Physicians,Family Medicine,42240,HOPKINSVILLE,KY
1477786168,2,MCFARLAND GROUP INC.,Suppliers,Durable Medical Equipment & Medical Supplies,37745,GREENEVILLE,TN
1114150992,2,"ALLIANCE HEALTH PARTNERS, LLC",Hospitals,General Acute Care Hospital,38606,BATESVILLE,MS
1124251913,2,MCFARLAND GROUP INC.,Suppliers,Durable Medical Equipment & Medical Supplies,37311,CLEVELAND,TN
1780817502,2,ADVANCED ENT AND ALLERGY PLLC,Allopathic & Osteopathic Physicians,Otolaryngology,40220,LOUISVILLE,KY
1710110499,2,CAPITAL CARE ANESTHESIA LLC,Allopathic & Osteopathic Physicians,Anesthesiology,21032,CROWNSVILLE,MD
1437382074,2,"COMMUNITY MEDICAL ASSOCIATES, INC.",Allopathic & Osteopathic Physicians,Orthopaedic Surgery,40241,LOUISVILLE,KY
1295968865,2,KANSAS CITY VASCULAR & GENERAL SURGERY GROUP LLC,Allopathic & Osteopathic Physicians,Surgery,66211,OVERLAND PARK,KS
1053544528,2,"PREMIER UROLOGY ASSOCIATES, LLC",Allopathic & Osteopathic Physicians,Urology,19047,LANGHORNE,PA
1760615330,2,LIVING FOREST COUNTRY EMERGENCY PHYSICIANS PLLC,Allopathic & Osteopathic Physicians,Emergency Medicine,75965,NACOGDOCHES,TX
1932332459,2,MILAN EYE LLC,Allopathic & Osteopathic Physicians,Ophthalmology,30041,CUMMING,GA
1427281807,2,"RAHIM SHAFA, MD PC",Allopathic & Osteopathic Physicians,Psychiatry & Neurology,01757,MILFORD,MA
1447483722,2,"FOOT AND ANKLE INSTITUTE, PLLC",Podiatric Medicine & Surgery Service Providers,Podiatrist,50310,DES MOINES,IA
1295968584,2,"EVANGELISTA MEDICAL GROUP, PC",Allopathic & Osteopathic Physicians,Family Medicine,85364,YUMA,AZ
1821221144,2,"WEST GEORGIA MEDICAL CENTER, INC.",Hospitals,General Acute Care Hospital,30240,LAGRANGE,GA
1285967489,2,"BARRACK SPINE AND JOINT MEDICINE, INC.",Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,30068,MARIETTA,GA
1952634008,2,SUTTER BAY HOSPITALS,Hospitals,General Acute Care Hospital,95453,LAKEPORT,CA
1184957268,2,COPPEL MEDICAL ENTERPRISE LLC,Allopathic & Osteopathic Physicians,Anesthesiology,89102,LAS VEGAS,NV
1346573540,2,RIGHT CARE INC,Ambulatory Health Care Facilities,Clinic/Center,38401,COLUMBIA,TN
1417280538,2,SKIN DIAGNOSTICS GROUP PC,Allopathic & Osteopathic Physicians,Pathology,35209,BIRMINGHAM,AL
1669705612,2,FRANKLIN COUNTY MEMORIAL HOSPITAL,Hospitals,General Acute Care Hospital,39653,MEADVILLE,MS
1225361181,2,DILEY RIDGE MEDICAL CENTER,Hospitals,General Acute Care Hospital,43110,CANAL WINCHESTER,OH
1093048936,2,SAYBROOK MEADOWS RETIREMENT CENTER INC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,44004,ASHTABULA,OH
1922331842,2,"PHYSICIAN SERVICES OF MIDDLE TENNESSEE, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,37218,NASHVILLE,TN
1134452865,2,FAST PACE MEDICAL CLINIC PLLC,Allopathic & Osteopathic Physicians,Family Medicine,38450,COLLINWOOD,TN
1316270804,2,"FOREST FAMILY CARE, INC",Ambulatory Health Care Facilities,Clinic/Center,24382,WYTHEVILLE,VA
1891028379,2,"UNION ASSOCIATED PHYSICIANS CLINIC, LLC",Allopathic & Osteopathic Physicians,Family Medicine,47807,TERRE HAUTE,IN
1427381052,2,EMERGENCY PHYSICIAN ASSOCIATES OF NEW ENGLAND PC,Allopathic & Osteopathic Physicians,Emergency Medicine,02879,WAKEFIELD,RI
1205169836,2,"UNITY HEALTH NETWORK, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,44223,CUYAHOGA FALLS,OH
1881927259,2,ACV INC,Allopathic & Osteopathic Physicians,Anesthesiology,24018,ROANOKE,VA
1629301163,2,CHAS PHYSICIAN SERVICES LLC,Allopathic & Osteopathic Physicians,Internal Medicine,65201,COLUMBIA,MO
1316270705,2,ADVANCED ANESTHESIOLOGY ASSOCIATES LLC,Allopathic & Osteopathic Physicians,Anesthesiology,21702,FREDERICK,MD
1376876664,2,SPOTSYLVANIA MEDICAL CENTER INC,Hospitals,General Acute Care Hospital,22408,FREDERICKSBURG,VA
1275866584,2,SPOTSYLVANIA MEDICAL CENTER INC,Hospital Units,Psychiatric Unit,22408,FREDERICKSBURG,VA
