referrer_npi,referrer_entity_type_code,referrer_last_name,referrer_first_name,referrer_credential,referrer_specialization,referrer_zip_code,referrer_city,referrer_state
1992095194,1,TRAN,STEPHANIE,,Pediatric Anesthesiology,30322,ATLANTA,GA
1245520436,1,ISAACS,DAVID,M.D.,Neurology,37232,NASHVILLE,TN
1306136429,1,PAP,DANIEL,MD,Interventional Pain Medicine,43054,NEW ALBANY,OH
1902196090,1,REYNOLDS,ADAM,M.D.,Neurology,02114,BOSTON,MA
1295025229,1,BROUSSARD,KAREN,M.D.,,37067,FRANKLIN,TN
1699065631,1,STEVENS,PATRICK,M.D.,Cardiovascular Disease,37403,CHATTANOOGA,TN
1508156696,1,RUTLEDGE,ETHAN,D.O.,Pulmonary Disease,37311,CLEVELAND,TN
1538459672,1,SMITH,THERESA,MD,Anatomic Pathology & Clinical Pathology,87505,SANTA FE,NM
1356631493,1,BENEDICT,ELYSABETH,P.T.,,37215,NASHVILLE,TN
1184914129,1,SEYMOUR,KATHERINE,M.D.,,37069,FRANKLIN,TN
1821388968,1,SCHUSTER,DANIEL,M.D.,,37232,NASHVILLE,TN
1831489863,1,SORABELLA,LAURA,M.D.,,37232,NASHVILLE,TN
1710277751,1,CHUDHRI,SHARIQ,D.O.,Rheumatology,76109,FORT WORTH,TX
1881984912,1,BALDING,LUKE,M.D.,,30501,GAINESVILLE,GA
1699065722,1,SHAH,RADHIKA,M.D.,Pulmonary Disease,37403,CHATTANOOGA,TN
1861782831,1,BORGMANN,ANTHONY,M.D.,Diagnostic Radiology,37232,NASHVILLE,TN
1316237373,1,TURNER,KRYSTAL,FNP-BC,Family,38305,JACKSON,TN
1548550460,1,TRAN,KHOA,M.D.,Diagnostic Radiology,35249,BIRMINGHAM,AL
1639469539,1,MOSS,LAUREN,"WHNP-BC, ANP-BC",Women's Health,37211,NASHVILLE,TN
1841580776,1,HIRSCH,DAVID,,Pain Medicine,71111,BOSSIER CITY,LA
1346530284,1,FAIRBROTHER,SAMUEL,,Diagnostic Radiology,37203,NASHVILLE,TN
1790075505,1,CHAMBERLAIN,BENJAMIN,MD,Anatomic Pathology & Clinical Pathology,37027,BRENTWOOD,TN
1497045223,1,VANLIER,MARY,M.D,,37214,NASHVILLE,TN
1053601757,1,LAMAR,DAVID,M.D.,Diagnostic Radiology,33612,TAMPA,FL
1528358256,1,VAN DELL,TANNER,M.D.,,17325,GETTYSBURG,PA
1588954101,1,LOCKWOOD,ROBERT,M.D.,Gastroenterology,83702,BOISE,ID
1063702538,1,CASTLE,SCOTT,MD,,81601,GLENWOOD SPRINGS,CO
1124318639,1,SCHOLTZ,HARRY,D.O.,Infectious Disease,97302,SALEM,OR
1801186242,1,CRAWFORD,LANE,M.D.,,37232,NASHVILLE,TN
1447540943,1,CHOUDHURY,SAIF,M.D.,,46222,INDIANAPOLIS,IN
1215227756,1,MILDREN,MARK,MD,Adult Reconstructive Orthopaedic Surgery,97401,EUGENE,OR
1962792499,1,MOTI,DEREJE,MD,,85234,GILBERT,AZ
1811287204,1,KENNEDY,MARTHA,ANP,Adult Health,37075,HENDERSONVILLE,TN
1316238744,1,HATFIELD,JACKSON,,,31792,THOMASVILLE,GA
1992095376,1,KELLEY,JACOB,,,35233,BIRMINGHAM,AL
1669762027,1,ASGARIAN,CAMELLIA,M.D.,,37203,NASHVILLE,TN
1891085270,1,GUICE,GRIFFIN,M.D.,,35249,BIRMINGHAM,AL
1093005456,1,CHOWDHURY,NAWEED,MD,,37232,NASHVILLE,TN
1518257906,1,DARBY,RICHARD,M.D.,Neurology,37232,NASHVILLE,TN
1740571116,1,HODGES,MALLARY,M.D.,,37129,MURFREESBORO,TN
1912298233,1,GO,RAMON CHRISTOPHER,M.D.,,21113,ODENTON,MD
1154612554,1,HALLIDAY,STEPHEN,"M.D., MSCI",Pulmonary Disease,53792,MADISON,WI
1669763900,1,REED,AMY,APRN-BC,Family,37066,GALLATIN,TN
1437440757,1,PATEL,PRAYASH,,,37403,CHATTANOOGA,TN
1013208438,1,HOWE,EVAN,"MD, PHD, MPH",,44047,JEFFERSON,OH
1225329634,1,MATHENY,LESLEE,,"Endocrinology, Diabetes & Metabolism",37232,NASHVILLE,TN
1053602268,1,JOHNSON,MARIA,CRNA,,24153,SALEM,VA
1790076008,1,THOMPSON,WESLEY,D.O.,,37404,CHATTANOOGA,TN
1689965873,1,JOHNS,JUDITH,NP-BC,Family,38570,LIVINGSTON,TN
1134410392,1,UGAS,MARCO,M.D.,Diagnostic Radiology,97703,BEND,OR
1760773956,1,CHAMPION,JOHN,M.D.,,37232,NASHVILLE,TN
1326339433,1,MORGAN,STEPHANIE,PT,,37129,MURFREESBORO,TN
1487945507,1,CHEN,SHAN SHAN,MD,Nephrology,87131,ALBUQUERQUE,NM
1609167790,1,HATCH,NEAL,,Diagnostic Radiology,32501,PENSACOLA,FL
1134410129,1,CHILDERS,KEVIN,M.D.,,37066,GALLATIN,TN
1366733396,1,HALL,ASHLEY,APN,Adult Health,37087,LEBANON,TN
1902197064,1,GOMEZ VACA,LUIS,M.D.,,30720,DALTON,GA
1093006090,1,ARORA,NAVEEN,M.D.,,30078,SNELLVILLE,GA
1457642522,1,CHAMPION,RACHEL,M.D.,,37204,NASHVILLE,TN
1710278775,1,HO,QUOC,M.D.,,98377,RANDLE,WA
1841581741,1,LYONS,LAURA,DO,,37066,GALLATIN,TN
1255622197,1,WALTHOUR,AMY,M.D.,,37403,CHATTANOOGA,TN
1760773683,1,RIDDLE,MEGHAN,M.D.,Geriatric Psychiatry,02906,PROVIDENCE,RI
1225329139,1,GHANBARI,FARAMARZ,NP,Family,37096,LINDEN,TN
1164713905,1,LAI,TY,M.D.,,21201,BALTIMORE,MD
1356632152,1,LISIC,ERIC,DO,,38501,COOKEVILLE,TN
1558652388,1,WARREN,MELISSA,M.D.,Pulmonary Disease,37232,NASHVILLE,TN
1083905822,1,FRIESEN,BRITNEY,M.D.,,37203,NASHVILLE,TN
1386935013,1,HEIDRICH,BRYAN,MD,Emergency Medical Services,98004,BELLEVUE,WA
1831480573,1,DESSIEUX,OLIVERA,,Family,37909,KNOXVILLE,TN
1194016774,1,LAVIANA,AARON,"MD, MBA",,78712,AUSTIN,TX
1841581410,1,TAMEZ,DANIEL,MD,,37203,NASHVILLE,TN
1568753002,1,BAIG,KHURRAM,DO,Gastroenterology,22601,WINCHESTER,VA
1194016667,1,PHAM,HUONG,M.D.,Sleep Medicine,37232,NASHVILLE,TN
1134410608,1,SIEGRIST,KARA,M.D.,,37232,NASHVILLE,TN
1114218633,1,BOUADOU,JEFFERY,M.D.,,30720,DALTON,GA
1922390426,1,AUSLEY,HOPE,CRNA,,35243,BIRMINGHAM,AL
1073805529,1,WHITWELL,SAMANTHA,FNP-BC,Family,38464,LAWRENCEBURG,TN
1407148927,1,WYATT,SARAH,M.A.,,37232,NASHVILLE,TN
1477845808,1,MAYS,MARGARET ANN,M.D.,Diagnostic Radiology,37232,NASHVILLE,TN
1053603423,1,RICHARDSON,MEREDITH,CRNA,,76006,ARLINGTON,TX
1437441847,1,BRYANT,PAUL,M.D.,Infectious Disease,37203,NASHVILLE,TN
1568754901,1,BARKER,MATTHEW,MD,,37403,CHATTANOOGA,TN
1619269008,1,PEARMAN,RYAN,M.D.,,37027,BRENTWOOD,TN
1558653923,1,PHAN,THANG,MD,,38401,COLUMBIA,TN
1750673083,1,HELLMAN,MICHAEL,DO,Diagnostic Radiology,37203,NASHVILLE,TN
1063704310,1,FROST,PATRICK,MD,,33027,MIRAMAR,FL
1467744680,1,LANE,JENNIFER,FNP-C,Family,37862,SEVIERVILLE,TN
1518259647,1,PATEL,JUSMIN,M.D.,Nephrology,89511,RENO,NV
1518259597,1,SMALLEY,ARION,MD,Pain Medicine,45069,WEST CHESTER,OH
1205128352,1,PEGRAM,TREY,M.D.,Ophthalmic Plastic and Reconstructive Surgery,37043,CLARKSVILLE,TN
1962794016,1,HALKE,DONALD,DO,,38372,SAVANNAH,TN
1114219193,1,EAGON,ELIZABETH,"MA, CCC-A",,37043,CLARKSVILLE,TN
1700178746,1,BETZOLD,RICHARD,M.D.,Critical Care Medicine,72205,LITTLE ROCK,AR
1063704856,1,PEDIGO,VIKKI,NP,Women's Health,37232,NASHVILLE,TN
1649562570,1,LEBLOND,LAWRENCE,M.D.,,38128,MEMPHIS,TN
1942592803,1,HALL,SAMANTHA,D.P.M.,Foot & Ankle Surgery,43616,OREGON,OH
1407148349,1,GILBERTSON,ROBYN,M.D.,,55803,DULUTH,MN
1528350352,1,SETH,PRIYANKA,PA-C,,01089,WEST SPRINGFIELD,MA
1861784555,1,KELLEHER,SONJA,M.D.,,37421,CHATTANOOGA,TN
1063704773,1,WEISS,VIVIAN,PHD,Anatomic Pathology & Clinical Pathology,37232,NASHVILLE,TN
1154613982,1,AUSTIN,JOSHUA,PA-C,,37043,CLARKSVILLE,TN
1467744151,1,RUPP,JORDAN,MD,,37232,NASHVILLE,TN
1104118835,1,DICHIARA,JOSEPH,DO,,37917,KNOXVILLE,TN
1306138912,1,ANGEL,JAMES,M.D.,,40505,LEXINGTON,KY
1689967259,1,ZELLER,STEVEN,M.D.,,42276,RUSSELLVILLE,KY
1417240029,1,PARRENT,TANNER,M.D.,,42240,HOPKINSVILLE,KY
1871885400,1,WELKER,KEVIN,D.O.,Diagnostic Radiology,85635,SIERRA VISTA,AZ
1881987329,1,O'DELL,NICHOLAS,M.D.,,42071,MURRAY,KY
1801189329,1,BAGNATO,FRANCESCA,M.D.,Neurology,37232,NASHVILLE,TN
1821381344,1,GREER,JENNIFER,CRNA,,24014,ROANOKE,VA
1467745984,1,HALKE,IONELA,MD,,38372,SAVANNAH,TN
1790078178,1,SCHNEIDER,BYRON,M.D.,,37232,NASHVILLE,TN
1710270194,1,TILLMAN,BENJAMIN,M.D.,Hematology & Oncology,37212,NASHVILLE,TN
1851684203,1,MANCHIKANTI,KAVITA,MD,Interventional Pain Medicine,42003,PADUCAH,KY
1659664969,1,DOSHI,NIRALI,M.D.,Pain Medicine,60637,CHICAGO,IL
1194018531,1,LAYMAN,MATTHEW,M.D.,Diagnostic Radiology,37129,MURFREESBORO,TN
1760775134,1,DESAI,ADITI,M.D.,Diagnostic Radiology,78665,ROUND ROCK,TX
1528351863,1,BECHER,KIMBERLY,MD,,25043,CLAY,WV
1770876021,1,GILLENWATER,CHRISTINA,MD,,26601,SUTTON,WV
1053604330,1,HUMPHREYS,CHRISTOPHER,"PT, DPT",,37076,HERMITAGE,TN
1255624433,1,TILLMAN,STACEY,M.D.,Hospice and Palliative Medicine,37232,NASHVILLE,TN
1427341544,1,ADAMS-CHUNN,DAVID,M.D.,,37205,NASHVILLE,TN
1053604165,1,CLINKSCALES,JEFFREY,M.D.,,37403,CHATTANOOGA,TN
1407149560,1,FRALISH,BILLY,MD,,42240,HOPKINSVILLE,KY
1972896041,1,ATKINS,GLENDA,FNP,Family,37058,DOVER,TN
1174816185,1,RICH,JOHN,M.D.,Psychiatry,37221,NASHVILLE,TN
1053604066,1,TOUMA,YARA,MD,Diagnostic Radiology,64804,JOPLIN,MO
1346533320,1,SHAH,ANJALI,M.D.,Gastroenterology,37203,NASHVILLE,TN
1104119171,1,TIWARI,ASHISH,M.D.,Gastroenterology,55123,EAGAN,MN
1245523216,1,CRAIG,ELIZABETH,MD,Body Imaging,53235,ST FRANCIS,WI
1245523117,1,LOPEZ,MARCOS,M.D.,Critical Care Medicine,37232,NASHVILLE,TN
1912290859,1,DAWSON,KORY,M.D.,Addiction Medicine,27514,CHAPEL HILL,NC
1093008955,1,RUSSELL,RONE',PA,,37232,NASHVILLE,TN
1669765509,1,ENDE,DAVID,M.D.,,02115,BOSTON,MA
1447543319,1,AYCINENA,JUAN-CARLOS,,Nephrology,40536,LEXINGTON,KY
1457644312,1,CARTER,HEATHER,,,37355,MANCHESTER,TN
1952694846,1,WHITE,NICOLA,M.D.,,37232,NASHVILLE,TN
1487947396,1,WOOLDRIDGE,ANDREW,M.D.,Hospice and Palliative Medicine,37232,NASHVILLE,TN
1184917957,1,GLOVER,JAY,M.D.,,35205,BIRMINGHAM,AL
1912290701,1,HUDSON,SARAH,DPM,Foot & Ankle Surgery,97402,EUGENE,OR
1982997714,1,BOSTON,RENEE,PA,Medical,38555,CROSSVILLE,TN
1255624045,1,SHAH,MAMTA,MBBS,Nephrology,94305,STANFORD,CA
1720371594,1,FULLER,ANNA,DO,,37129,MURFREESBORO,TN
1679866412,1,WORSHAM,LORA,M.D.,,38501,COOKEVILLE,TN
1629361340,1,EZEUME,CHUKWUEMEKA,MD,,85268,FOUNTAIN HILLS,AZ
1609169333,1,BAUER,LESLIE,NP-C,Family,37421,CHATTANOOGA,TN
1235422940,1,FEESE,CATHERINE,MD,,42141,GLASGOW,KY
1013201649,1,ENDE,HOLLY,M.D.,,37232,NASHVILLE,TN
1679867352,1,ORTIZ,VERONICA,MD,,22314,ALEXANDRIA,VA
1871887489,1,O'KELLEY,RYAN,D.O.,Diagnostic Radiology,31404,SAVANNAH,GA
1164716734,1,NIECKULA,GREGORY,D.O.,,37377,SIGNAL MOUNTAIN,TN
1255625703,1,BEYENE,ROBEL,M.D.,,37212,NASHVILLE,TN
1871887463,1,BENNETT,KATHY,NP,Critical Care Medicine,45409,DAYTON,OH
1578857017,1,ESSARY,SARAH,MD,,38401,COLUMBIA,TN
1073807582,1,ACHEBE,LORAINE,M.D,,37311,CLEVELAND,TN
1295029601,1,JOHNSON,MERI,MD,,37232,NASHVILLE,TN
1528352937,1,AL HOMOUD,FADWA,M.D.,,79106,AMARILLO,TX
1871887349,1,DODRILL,MELISSA,M.D.,,26451,WEST MILFORD,WV
1922392414,1,MOORE,ALEXANDER,M.D.,,50266,WEST DES MOINES,IA
1154615508,1,DAWSON,STEPHANIE,MD,,37203,NASHVILLE,TN
1720372170,1,DOLE,NIDHI,M.D.,,37232,NASHVILLE,TN
1366736845,1,SMITH,CALVIN,M.D.,,37208,NASHVILLE,TN
1730473125,1,REED,WILLIAM,MD,Diagnostic Radiology,32224,JACKSONVILLE,FL
1558655803,1,HUGGINS,JOHN,M.D.,,37403,CHATTANOOGA,TN
1174817316,1,RONGALA,VENKATA,MD,,31201,MACON,GA
1336433549,1,SCHLEICHER,STEPHEN,M.D.,Medical Oncology,37203,NASHVILLE,TN
1356635437,1,BUFFORD,ASHLEY,FNP,Family,37215,NASHVILLE,TN
1386938595,1,CHISM,CHARLES,M.D.,Diagnostic Radiology,77030,HOUSTON,TX
1275827495,1,FARLEY,LOUISA,APRN,Family,41653,PRESTONSBURG,KY
1174817035,1,FINLEY,AMANDA,DO,,38242,PARIS,TN
1942594932,1,CARR,RYAN,M.D.,Hematology & Oncology,37160,SHELBYVILLE,TN
1598059545,1,SACKS,DANIEL,M.D.,,37067,FRANKLIN,TN
1154615045,1,HOLLISTER,STEPHEN,M.D.,,37203,NASHVILLE,TN
1992099824,1,SCHEIDT,KENZIE,PA-C,,97477,SPRINGFIELD,OR
1013201995,1,PFLUEGER,REID,D.O.,,46804,FORT WAYNE,IN
1194019034,1,STRIDE,STEVE,PH.D.,Clinical,37122,MOUNT JULIET,TN
1205120003,1,CACCIAPALLE,THOMAS,CRNA,,49008,KALAMAZOO,MI
1235423047,1,GOODWIN,BURTON,MD,Diagnostic Radiology,31201,MACON,GA
1417242264,1,ASHBURN,TIMOTHY,M.D.,Pulmonary Disease,30736,RINGGOLD,GA
1932494739,1,STANKE,CHRISTOPHER,M.D.,Gastroenterology,30106,AUSTELL,GA
1164717948,1,ROLLMAN,NATALIE,D.O.,,29605,GREENVILLE,SC
1275828089,1,BOTROS,ZAKARIA,,,37129,MURFREESBORO,TN
1710272471,1,MASON,MATTHEW,M.D.,Gastroenterology,29646,GREENWOOD,SC
1982999694,1,TITTLE,DENISE,D.O.,,37043,CLARKSVILLE,TN
1992090500,1,TOLMAN,BRANDON,DO,,37027,BRENTWOOD,TN
1932494549,1,NGUYEN,KHOI,M.D.,,15132,MCKEESPORT,PA
1073808747,1,SCOVILLE,ELIZABETH,MD,Gastroenterology,37232,NASHVILLE,TN
1730474321,1,LYONS,ELIZABETH,M.D.,Rheumatology,37205,NASHVILLE,TN
1982999413,1,HENSON,DANIELLE,D.O.,,35802,HUNTSVILLE,AL
1003101684,1,DAVIS,PATRICK,M.D.,,37211,NASHVILLE,TN
1306131891,1,REDDY,SATISH,MD,Pain Medicine,63110,SAINT LOUIS,MO
1760777254,1,KYNES,JAMES,M.D.,Pediatric Anesthesiology,37232,NASHVILLE,TN
1508151978,1,DIMITT,STACEY,MD,,87020,GRANTS,NM
1104111442,1,BRUNO,CHRISTOPHER,M.D.,Diagnostic Radiology,38138,GERMANTOWN,TN
1407141690,1,USIFO,KATRIN,M.D.,,31329,SPRINGFIELD,GA
1932494275,1,OAKLEY,MEGHAN,FNP-C,Family,30097,JOHNS CREEK,GA
1407141773,1,FOLTERMANN,KELLY,M.D.,,38401,COLUMBIA,TN
1407141500,1,WISE,PATRICK,DO,,46804,FORT WAYNE,IN
1891080982,1,GERSTMAN,JACOB,MD,,15203,PITTSBURGH,PA
1225323462,1,LANGAN,JUSTIN,MD,Adult Reconstructive Orthopaedic Surgery,37205,NASHVILLE,TN
1316232382,1,BOULDIN,ERIC,D.P.M.,Foot & Ankle Surgery,37355,MANCHESTER,TN
1316232317,1,DOLGANIUC,ANGELA,M.D.,Gastroenterology,25801,BECKLEY,WV
1407141302,1,SHEPHERD,JOANNA,M.D.,,38401,COLUMBIA,TN
1831485796,1,SUMNER,FELECIA,D.O.,,19050,LANSDOWNE,PA
1285920108,1,BUSH,TIMOTHY,D.P.M,Foot & Ankle Surgery,37205,NASHVILLE,TN
1376839118,1,HILL,ANDREW,M.D.,Diagnostic Radiology,37403,CHATTANOOGA,TN
1922394840,1,GRAVES,TRAVIS,M.D.,,37207,NASHVILLE,TN
1386930139,1,PATEL,DARSHAN,M.D.,Diagnostic Radiology,19301,PAOLI,PA
1902192750,1,FREED,ELLIOT,D.O.,,24060,BLACKSBURG,VA
1215223094,1,GRAVENS,LORI,NP,Family,37076,HERMITAGE,TN
1114213725,1,BROCK,TIMOTHY,M.D.,,30501,GAINESVILLE,GA
1689960254,1,LYONS,CHERUN,FNP-C,Family,37228,NASHVILLE,TN
1750677332,1,LEWIS,JENNIFER,M.D.,Medical Oncology,37232,NASHVILLE,TN
1528354214,1,PACE,DYAN,CRNP,Family,37232,NASHVILLE,TN
1649566258,1,JENKINS,DERICK,M.D.,,37205,NASHVILLE,TN
1215223615,1,LABORDE,NATHAN,M.D.,,28304,FAYETTEVILLE,NC
1790071173,1,MEEKER,GIACOMO,M.D.,,37055,DICKSON,TN
1851687180,1,BOWERS,SASHA,MD,,37203,NASHVILLE,TN
1821384082,1,DEARING ROY,ELIZABETH,M.D.,,20037,WASHINGTON,DC
1568758829,1,EGBEDEJU,ANTHONIA,FNP,Family,66112,KANSAS CITY,KS
1861788028,1,MORGAN,JOSEPH,D.O.,,72015,BENTON,AR
1376839688,1,JONES,JEREMY,M.D.,Pain Medicine,78738,LAKEWAY,TX
1538455704,1,BARRETT,KRISTEN,MD,Gastroenterology,87106,ALBUQUERQUE,NM
1396031589,1,TANZER,ROBERT,D.O.,,37055,DICKSON,TN
1295021400,1,SUNDAY,DARWIN,"MSN, ACNP-BC",Acute Care,37209,NASHVILLE,TN
1902192008,1,OLSON,AMANDA,MD,,37232,NASHVILLE,TN
1164718144,1,MORRIS,TIFFANY,M.D.,,37203,NASHVILLE,TN
1669768636,1,BREWER,TRAVIS,PA,,37232,NASHVILLE,TN
1811283831,1,GILBERT,JAMES,DO,,37404,CHATTANOOGA,TN
1437445475,1,AMIN,RAKESH,M.D.,Psychiatry,37228,NASHVILLE,TN
1982990982,1,BROUCEK,JOSEPH,MD,,37232,NASHVILLE,TN
1770870727,1,TAPP,ANNIE,DPT,,37076,HERMITAGE,TN
1275829319,1,HOPE,CHRISTOPHER,MD,Sleep Medicine,36801,OPELIKA,AL
1215223292,1,SMITH,COLIN,D.O.,,38501,COOKEVILLE,TN
1487940425,1,NAIK,DARSHAN,MD,,37404,CHATTANOOGA,TN
1376830315,1,CHAMBERS,MAROLYN,APN,Family,38017,COLLIERVILLE,TN
1598051542,1,MASON,EMILY,,,37067,FRANKLIN,TN
1992091995,1,MITCHELL,RACHEL,MD,Hematology & Oncology,37160,SHELBYVILLE,TN
1720375611,1,WAHOOD,AMMAR,MD,,60435,JOLIET,IL
1851688865,1,THREAPLETON,DEANNE,FNP-BC,,37203,NASHVILLE,TN
1588951438,1,DEAL,JESSICA,DOT,,37072,GOODLETTSVILLE,TN
1548557457,1,GRAVES,DANIEL,M.D.,,37830,OAK RIDGE,TN
1801183710,1,JACKSON,KENNETH,MD,,29631,CLEMSON,SC
1013204908,1,ROLLANDINI,JOBETH,DPM,,43950,SAINT CLAIRSVILLE,OH
1548557374,1,SABERS,ALEX,D.P.M.,Foot & Ankle Surgery,64139,KANSAS CITY,MO
1326335001,1,STINE,MORGAN,,,37232,NASHVILLE,TN
1699062364,1,WALKER,JEREMY,M.D.,Pain Medicine,37232,NASHVILLE,TN
1992092605,1,ROSE,CHRISTY,PT,,37215,NASHVILLE,TN
1649567397,1,HAACK,HANNAH,MD,,66967,SMITH CENTER,KS
1245527969,1,ANDERSON,JACK,DO,,42167,TOMPKINSVILLE,KY
1548557150,1,KRAULAND,JENNIFER,DO,,38401,COLUMBIA,TN
1760779375,1,RICKS,DAVID,M.D.,,85395,GOODYEAR,AZ
1629365275,1,GANDHI,KABIR,M.D.,Diagnostic Radiology,48067,ROYAL OAK,MI
1316234958,1,FRAZIER,ALKETAH,M.D.,,31201,MACON,GA
1770870289,1,YATES,RYAN,M.D.,Hematology & Oncology,38655,OXFORD,MS
1639466147,1,YUSKO,LAUREN,DPT,,37211,NASHVILLE,TN
1982991246,1,ABBAS,NOAH,M.D.,,39216,JACKSON,MS
1245527506,1,RUBIN,TODD,M.D.,Hand Surgery,37203,NASHVILLE,TN
1053608364,1,VAYDA,SERENA,MD,,37203,NASHVILLE,TN
1124315411,1,AREHART,ERIC,M.D.,Neurology,27516,CHAPEL HILL,NC
1487941522,1,NGO,PAUL,D.O,,37210,NASHVILLE,TN
1396032496,1,O'LEARY,SAMANTHA,AUD.,,37205,NASHVILLE,TN
1891083812,1,WAGGONER,THOMAS,D.O.,Interventional Cardiology,85718,TUCSON,AZ
1053609149,1,GUYER,ADAM,M.D.,Vascular & Interventional Radiology,24153,SALEM,VA
1023306057,1,BOOTH,COLIN,M.D.,Orthopaedic Surgery of the Spine,37923,KNOXVILLE,TN
1558659441,1,PATEL,CHINTAN,"M.D. ,MPH",Interventional Cardiology,85254,SCOTTSDALE,AZ
1578851374,1,ROBERTS,HEATHER,DO,,85015,PHOENIX,AZ
1205124187,1,ERHARD,NEAL,CRNA,,37404,CHATTANOOGA,TN
1275821167,1,SMITH,PRESTON,M.D.,Sports Medicine,85711,TUCSON,AZ
1144518010,1,LANE,AMBER,O.D.,,42240,HOPKINSVILLE,KY
1962790709,1,BETHEL,KRISTINA,D.O.,,39216,JACKSON,MS
1821386525,1,BURGESS,MORLEE,D.O.,,37030,CARTHAGE,TN
1356639199,1,HICKS,JORDAN,P.T.,,37205,NASHVILLE,TN
1457649139,1,DOROKHOVA,OLENA,"M.D., PHD",Dermatopathology,37027,BRENTWOOD,TN
1124316856,1,ORTIZ,ILEANA,M.D,,11554,EAST MEADOW,NY
1962790550,1,SKLYAR,TATYANA,M.D.,Hematology & Oncology,31217,MACON,GA
1699063206,1,JAHAN,KAHROBA,M.D.,Cardiovascular Disease,85724,TUCSON,AZ
1235427857,1,EMERSON,MIRIAM,M.D.,Diagnostic Radiology,85711,TUCSON,AZ
1194013615,1,HAYNIE,JENNIFER,M.D.,,29150,SUMTER,SC
1265720791,1,NUTT,JOEL,M.D.,Pain Medicine,39202,JACKSON,MS
1003104571,1,PEVELER,DEREK,O.D.,,37075,HENDERSONVILLE,TN
1720376197,1,THODIMA,PRADEEP,MD,Nephrology,47403,BLOOMINGTON,IN
1477841914,1,SINGARAVELU,KUMARA,"MD, MPH",Infectious Disease,85021,PHOENIX,AZ
1841588381,1,WAHEED,IRFAN,M.D.,Pulmonary Disease,42141,GLASGOW,KY
1093003493,1,GOTTSHALL,ASHLEY,PA,,28054,GASTONIA,NC
1982992293,1,DASWATTA,DILINI,D.O,Nephrology,30046,LAWRENCEVILLE,GA
1033407218,1,FULCHER,CAROLYN,LCSW,Clinical,38237,MARTIN,TN
1346528502,1,NGUYEN,MICHELLE,M.D.,Ophthalmic Plastic and Reconstructive Surgery,37203,NASHVILLE,TN
1952689135,1,WOOLDRIDGE,KATHLEENE,M.D.,,37232,NASHVILLE,TN
1073891198,1,PENA,JULIO,M.D.,Nephrology,30677,WATKINSVILLE,GA
1821376724,1,HATCHETT-POPE,ROSLYN,FNP-BC,Family,37138,OLD HICKORY,TN
1063790061,1,TACHJIAN,ARA,MD,Cardiovascular Disease,02886,WARWICK,RI
1851679641,1,SCHIFF,MAX,MD,Psychiatry,37232,NASHVILLE,TN
1578841300,1,WRIGHT,DWAYNE,M.D.,,07869,RANDOLPH,NJ
1437437126,1,WILSON,RACHEL,APRN,Acute Care,37203,NASHVILLE,TN
1306124912,1,WANSOM,DERRICK,MD,Pain Medicine,78666,SAN MARCOS,TX
1790063212,1,ELLIS,LESLIE,FNP,Family,38201,MC KENZIE,TN
1598043143,1,GASPARD,BRYAN,MD,,39216,JACKSON,MS
1184902447,1,SANDBERG,RORY,M.D.,,47303,MUNCIE,IN
1558649848,1,SNYDER,KIMBERLY,"MSN, FNP-BC",Family,42103,BOWLING GREEN,KY
1649558081,1,GRIFFIN-TRUSSELL,DESTIN,FNP,Family,37404,CHATTANOOGA,TN
1316226616,1,FAIRES,SHANNON,FNP,Family,37404,CHATTANOOGA,TN
1619256807,1,KOTADIA,SHANI,MD,Nephrology,85712,TUCSON,AZ
1467731547,1,JOHNSON,SABRINA,"MSN, FNP-BC",Family,24073,CHRISTIANSBURG,VA
1417236571,1,JONES,LACEY,FNP,Family,37110,MCMINNVILLE,TN
1124307186,1,JARAMILLO,SHANNON,FNP-C,Family,86323,CHINO VALLEY,AZ
1023397957,1,SWALLOWS,JACQUELINE,"FNP-BC, NP-C",Family,38544,BAXTER,TN
1215216163,1,AVENIDO,JAYMIE,M.D.,Psychiatry,37203,NASHVILLE,TN
1144509837,1,WAID,ANITA,,"Psychiatric/Mental Health, Adult",38103,MEMPHIS,TN
1083993760,1,CASTLE,ASHLEY,FNP-BC,Family,37129,MURFREESBORO,TN
1114206968,1,HARRISON,DAVID,DPM,Foot & Ankle Surgery,37849,POWELL,TN
1619256328,1,BOREN,KYLE,DO,,37745,GREENEVILLE,TN
1629357348,1,RODGERS,CARRIE,MSN,,61701,BLOOMINGTON,IL
1396024980,1,VAN JAARSVELD,JOHAN,,Pulmonary Disease,06525,WOODBRIDGE,CT
1437438041,1,IMOHI,MOSES,M.D.,,85226,CHANDLER,AZ
1215216890,1,CRAION,TERRANCE,M.D.,,37228,NASHVILLE,TN
1689953127,1,BROWN,HEATHER,PA-C,,37620,BRISTOL,TN
1922388248,1,KAMANGAR,ELHAM,M.D.,Anatomic Pathology & Clinical Pathology,94305,STANFORD,CA
1558641969,1,MOORE,LISA,FNP-C,Family,38127,MEMPHIS,TN
1538449848,1,WINKLER,MARCUS,D.O.,Anatomic Pathology & Clinical Pathology,37027,BRENTWOOD,TN
1215217567,1,BONE,RACHEL,CRNA,,37403,CHATTANOOGA,TN
1972883213,1,GENTRY,NAN,APN,Women's Health,37232,NASHVILLE,TN
1003196353,1,KORRAPATI,VINEET,M.D.,Gastroenterology,28144,SALISBURY,NC
